subdistrict_code,0_0,0_1,0_2
1121,0.49183264,0.40595382,0.102213524
1122,0.5678682,0.3569777,0.07515409
1123,0.72564566,0.21827286,0.056081466
1124,0.55075,0.3689839,0.080266126
1125,0.5668315,0.3547925,0.07837597
1126,0.6369795,0.2917247,0.07129576
1127,0.47809425,0.40401605,0.117889725
