subdistrict_code,0_0,0_1,0_2
1101,0.64941615,0.27164978,0.07893402
1102,0.77400106,0.1636248,0.062374175
1103,0.60407925,0.26946393,0.12645684
1104,0.7955188,0.15551864,0.04896257
1105,0.7714501,0.16718933,0.061360624
1106,0.39196602,0.48775586,0.1202781
1107,0.7716932,0.1685153,0.05979147
1108,0.79753757,0.1533617,0.049100716
1109,0.66676587,0.25022945,0.08300477
1110,0.6127021,0.3033882,0.08390967
1111,0.82245463,0.1372833,0.040262036
