subdistrict_code,0_0,0_1,0_2
1171,0.74005896,0.19252206,0.067419
1172,0.7733659,0.17467612,0.05195795
1173,0.41788435,0.4728988,0.1092169
1174,0.70719415,0.21847035,0.07433546
1175,0.75591487,0.18677528,0.057309814
1176,0.75710565,0.17174146,0.071152866
1177,0.35093552,0.52963287,0.11943155
1178,0.7819693,0.15954489,0.05848579
1179,0.51128346,0.40054187,0.08817474
1180,0.41452283,0.46530077,0.120176405
