subdistrict_code,0_0,0_1,0_2
1365,0.73001176,0.2032196,0.06676872
1366,0.586716,0.27854624,0.13473783
1367,0.763025,0.16749674,0.06947829
1368,0.5347684,0.3062635,0.158968
1369,0.7380053,0.19147556,0.07051921
1370,0.80749446,0.14389706,0.048608445
1371,0.77630985,0.1608605,0.06282965
