subdistrict_code,0_0,0_1,0_2
1058,0.71657676,0.19264728,0.09077597
1059,0.5731822,0.3336458,0.093171954
1060,0.73155373,0.19909509,0.069351174
1061,0.59654915,0.3094478,0.09400308
1062,0.673944,0.24643937,0.07961662
