district_code,subdistrict_code,village_code,village_name,num_households
204,1042,217981,Belwa Ray Tola Narirawa,977
204,1042,217982,Belwa Ray Tola Bairagi,921
204,1042,217983,Belwa Ray Khas,964
204,1042,217984,Majharia,390
204,1042,217985,Khagni,315
204,1042,217986,Babhnaulia,234
204,1042,217987,Sapahi,2124
204,1042,217988,Bijulpur,985
204,1042,217989,Mathwa,202
204,1042,217990,Tikulia,442
204,1042,217991,Chainpur,384
204,1042,217992,Chitranw,774
204,1042,217993,Jaisinghpur,5036
204,1042,217994,Bahrupia,557
204,1042,217995,Barharwa,659
204,1042,217996,Parasrampur,745
204,1042,217997,Rampur Chargaha,255
204,1042,217998,Mohabat Chhapra,672
204,1042,217999,Chargaha,1083
204,1042,218000,Amwa,435
204,1042,218002,Jolah ganwa,177
204,1042,218003,Kushar,323
204,1042,218004,Madhumalat,504
204,1042,218005,Madhopur,1343
204,1042,218006,Sankar Saraiya,3154
204,1042,218007,Turkauliya,6118
204,1042,218008,Belahi,228
204,1042,218009,Raghunathpur,2391
204,1042,218010,Birt Lachhmipur,159
204,1042,218011,Lachhmipur,975
204,1042,218012,Parsauna,268
204,1042,218013,Hardia,2051
204,1042,218014,Mathurapur,809
204,1043,0,Harsidhi,41245
204,1043,0,Harsidhi,41245
204,1043,218015,Jagdishpur,270
204,1043,218016,Kiritpur,464
204,1043,218017,Kiritpur Tola Inglish,353
204,1043,218018,Gaddupur,395
204,1043,218019,Madhopur,167
204,1043,218020,KiritpurTola Mathia Bandopasti,223
204,1043,218021,Charrahiya,612
204,1043,218022,Khori Pakar,390
204,1043,218023,Sewraha,650
204,1043,218024,Gobindpur,757
204,1043,218025,Laukariya,465
204,1043,218026,Ghiuadhar,1135
204,1043,218027,Bagaha,142
204,1043,218028,Goythaha,496
204,1043,218029,Parariya,307
204,1043,218030,Jadopur,1463
204,1043,218031,Dudhahi,1240
204,1043,218032,Kanchhedwa,1046
204,1043,218033,Pakariya Harsidhi,2656
204,1043,218034,Dhankharaiya,457
204,1043,218035,Ranjita,880
204,1043,218036,Kubeya,485
204,1043,218037,Panapur,991
204,1043,218038,Jogiya,305
204,1043,218039,Bairiyadih,1834
204,1043,218040,Dhawahi,1366
204,1043,218041,Sonbarsa,1452
204,1043,218042,Babhan Dhabahi,187
204,1043,218043,Lohiyar Ujain,2305
204,1043,218044,Math Lohiyar,2997
204,1043,218045,Arazi Nankar,280
204,1043,218046,Arazi Inglish,314
204,1043,218047,Matiaria Nizamat,794
204,1043,218048,Sareya,534
204,1043,218049,Hasuwaha,408
204,1043,218050,Jaga Pakar,1190
204,1043,218051,Ram Nagar,280
204,1043,218052,Bishunpur Nankar,620
204,1043,218053,Pathan Patti,514
204,1043,218054,Lachhumanwa,172
204,1043,218055,Pipra,111
204,1043,218056,Sareya,414
204,1043,218057,Manikpur,835
204,1043,218058,Rupdih,325
204,1043,218059,Ram Nagar,467
204,1043,218060,Banra Harpur,325
204,1043,218061,Gay Ghat,429
