subdistrict_code,0_0,0_1,0_2
1535,0.6795918,0.21666162,0.10374666
1536,0.71420753,0.19559148,0.09020102
1537,0.7964942,0.15051764,0.052988146
1538,0.5752014,0.2845642,0.14023437
1539,0.756294,0.18108033,0.06262564
1540,0.69162935,0.21779537,0.0905753
1541,0.67217046,0.2362424,0.091587186
