subdistrict_code,0_0,0_1,0_2
1112,0.7646206,0.1699803,0.06539911
1113,0.7611775,0.17279455,0.066028014
1114,0.7908828,0.1536151,0.055501994
1115,0.7745281,0.16188999,0.06358196
1116,0.61827743,0.27211592,0.1096066
1117,0.6963025,0.2318496,0.071847916
1118,0.8062041,0.14643122,0.04736474
1119,0.8092511,0.14522523,0.045523588
1120,0.79583514,0.15090285,0.053261958
