subdistrict_code,0_0,0_1,0_2
1372,0.67229605,0.23465483,0.093049124
1373,0.582261,0.3284467,0.08929239
1374,0.683731,0.23218632,0.084082626
1375,0.80583555,0.1499828,0.044181615
1376,0.7977643,0.15025589,0.051979776
1377,0.7151425,0.22343513,0.061422374
