subdistrict_code,0_0,0_1,0_2
1322,0.79328716,0.15666948,0.05004331
1323,0.7685309,0.16748971,0.06397941
1324,0.7241343,0.20878206,0.06708353
1325,0.67013896,0.26339558,0.06646549
1326,0.60385334,0.3220191,0.07412754
1327,0.6632222,0.22880565,0.10797217
1328,0.76881933,0.16866267,0.06251792
