district_code,subdistrict_code,village_code,village_name,num_households,centre_lat,centre_long,ne_lat,ne_long,sw_lat,sw_long
217,1215,229746,Bairia,651,27.1205069,84.4999323,27.1285094,84.505928,27.1135748,84.4963454
217,1215,229747,Pakri,525,27.1330331,84.4828838,27.1416949,84.4900664,27.119379,84.4664457
217,1215,229749,Dumrauna,245,26.5140591,84.020708,26.5201015,84.0293729,26.5050563,84.007431
217,1215,229752,Rampur Kalan,124,25.3295343,86.5526896,25.3358479,86.5645674,25.317003,86.5420837
217,1215,229755,Mohanpur,302,25.7195518,86.015984,25.7230034,86.0188138,25.7160339,86.0137023
217,1215,229756,Tilokwa,151,26.5291927,84.0312817,26.5340383,84.0356469,26.5236712,84.0258622
217,1215,229757,Bilahi Khas,459,26.5281098,84.0405322,26.5346527,84.0466331,26.5173928,84.0295315
217,1215,229759,Belahi Dih,150,26.5150524,84.0444963,26.5206569,84.0504313,26.5096741,84.0379428
217,1215,229762,Bhopatpur Parsahi,109,26.5044454,84.0544053,26.5074275,84.0578127,26.5019932,84.0502596
217,1215,229765,Sarkarahi,104,26.518431,84.0550659,26.5232087,84.0618971,26.5136985,84.0500414
217,1215,229766,Patkhauli,128,26.5255159,84.1197643,26.5379332,84.132713,26.5187339,84.1102598
217,1215,229767,Misrauli,232,26.1729574,84.0459404,26.1756309,84.0486503,26.1710957,84.0433502
217,1215,229769,KarKataha,339,26.5269053,84.0609961,0,0,0,0
217,1215,229771,Rajapur,208,25.6924354,85.208324,25.701838,85.2445677,25.6738175,85.1956908
217,1215,229772,Musahri,123,26.1263849,85.3916812,26.1387701,85.404077,26.1134473,85.3866176
217,1215,229773,Samogar,247,26.5394388,84.0656336,26.5485287,84.0739059,26.5315246,84.0551529
217,1215,229774,Pararia,284,24.9163305,86.8847516,24.9252661,86.8944779,24.9055919,86.877159
217,1215,229778,Jasauli,338,26.224023,85.1012477,26.2440052,85.1301576,26.1990261,85.0652161
217,1215,229782,Lakhranw,172,26.5295421,84.092705,26.5371855,84.0959549,26.5270786,84.0909805
217,1215,229784,Malpura,211,24.8132843,84.0616709,24.8221931,84.0776137,24.7943724,84.0510558
217,1215,229785,Patkhauli,359,26.5255159,84.1197643,26.5379332,84.132713,26.5187339,84.1102598
217,1215,229787,Maini Dih,102,26.5471737,84.1105259,26.5541401,84.1141662,26.5416639,84.1062546
217,1215,229788,Dumaria,120,24.441598,84.3988806,24.4511866,84.40341,24.4333582,84.3887389
217,1215,229789,Raipura,251,25.7443524,86.5880148,25.7549724,86.5980835,25.7395172,86.5773236
217,1215,229791,Ojaulia,124,26.5384117,84.129661,26.5405483,84.1336747,26.5342826,84.1250001
217,1215,229794,Belwa Dube,137,26.5274734,84.1316401,26.5325851,84.1394883,26.5238074,84.1282422
217,1215,229797,Kolhuar Bagahi,174,26.5127798,84.1316401,26.5185928,84.1368637,26.5076178,84.1288377
217,1215,229798,Majhaulia,119,26.7994224,84.6204403,26.8028234,84.6303142,26.7949609,84.6155727
217,1215,229800,Belaura,120,25.4500178,84.6452966,25.454745,84.6548939,25.4402905,84.631033
217,1215,229802,Pariwadh,109,26.5234484,84.1052462,26.5268782,84.1112136,26.5176048,84.0984803
217,1215,229803,Baikunth Pur,322,26.274814,84.7863813,26.2814561,84.8047179,26.2703113,84.7786024
217,1215,229804,Bandarha Baikunthpur,118,26.5198554,84.0894043,26.5248699,84.0935746,26.5164108,84.0864105
217,1215,229805,Mojharia,164,26.5255139,84.0841227,26.5288714,84.0930785,26.5228263,84.0761806
217,1215,229806,Sohnaria,152,26.5195275,84.0814818,26.5244968,84.0868878,26.5152809,84.0754938
217,1215,229810,Amahi  Banke,114,26.5136503,84.0814818,26.5161609,84.0871123,26.508501,84.0741195
217,1215,229811,Bania  Chhapar,165,26.5486378,84.2364413,26.5515879,84.2432097,26.5454235,84.2293014
217,1215,229812,Panan  Khas,125,26.5058694,84.0887441,26.5086803,84.0966645,26.5025483,84.0786283
217,1215,229813,Mahuawan,146,27.1374514,84.4461472,27.1447276,84.4565734,27.1323605,84.4379578
217,1215,229814,Bari Sujawal,109,26.5085371,84.099966,26.5126437,84.1077576,26.5038756,84.0963061
217,1215,229816,Sultanpur,297,25.6871655,85.2521952,25.6932678,85.2564619,25.6804065,85.2455825
217,1215,229817,Bhopatpur,114,26.4625752,84.8515804,26.4979456,84.8778302,26.4317093,84.8333969
217,1215,229818,Ram Das Bagahi,298,26.5132127,84.1421945,26.5172005,84.1487732,26.5071734,84.1349792
217,1215,229819,Jaipur,241,24.5871389,86.845249,24.589783,86.8503571,24.5820951,86.8423748
217,1215,229820,Kanchanpur,124,24.9226904,84.099966,24.9293383,84.119873,24.910137,84.0735475
217,1215,229821,Shamdas Bagahi,365,26.5220291,84.1421945,26.5300065,84.153656,26.5144672,84.1368637
217,1215,229823,Dharmagta,132,26.5245304,84.1494495,26.5285815,84.1566698,26.5206834,84.14418
217,1215,229825,Sidhwania,184,26.5388451,84.1402157,26.5424213,84.1444398,26.5349882,84.1333999
217,1215,229826,Rasauti,412,26.13248,84.8411536,26.1467303,84.8547439,26.1101684,84.8199843
217,1215,229827,Dharhara,349,25.2564134,86.4022771,25.2614733,86.4082808,25.2493715,86.3983253
217,1215,229829,Bheria,309,26.4501531,84.4028209,26.4530155,84.4084525,26.4460416,84.3989789
217,1215,229832,Duhauna,290,26.5813383,84.0841227,26.5872248,84.0896378,26.5764788,84.0785522
217,1215,229834,Dharhara,132,25.2564134,86.4022771,25.2614733,86.4082808,25.2493715,86.3983253
217,1215,229836,Neuri,197,25.9973323,86.1904324,26.0301361,86.2092664,25.9773598,86.1731492
217,1215,229837,Amwa,222,26.5102215,84.7863813,26.5224552,84.7965394,26.4924831,84.7764359
217,1215,229841,Parsidh Nath,125,26.5830835,84.1263623,26.5893515,84.1330796,26.5791663,84.1207425
217,1215,229843,Gaura,694,25.6491409,84.4638624,25.6523437,84.4689464,25.6471189,84.4603299
217,1215,229844,Manpur,168,24.7986168,85.0247308,24.8175883,85.0362396,24.7870073,85.015533
217,1215,229845,Kotwa Khas,209,26.591135,84.1078861,26.5959778,84.1160429,26.5850563,84.0973816
217,1215,229846,Babhni,118,25.4395131,87.7234185,25.4421577,87.7358779,25.4332313,87.7129592
217,1215,229847,Kotwa Nilami,106,26.5995114,84.0973258,26.6027927,84.1091612,26.592785,84.0891496
217,1215,229848,Bhaluhi Asaram,155,26.6058232,84.1078861,26.609621,84.1123811,26.6012819,84.1031266
217,1215,229850,Rudarpur,937,26.3502858,86.3237317,26.3551879,86.331024,26.3443835,86.320653
217,1215,229851,Sahijan Kalan,194,26.6209466,84.1184446,26.6274701,84.1232907,26.6162967,84.1140518
217,1215,229852,Pakariar,238,26.6090878,84.1158052,26.616619,84.1240159,26.600193,84.110443
217,1215,229854,Amea,353,26.6140925,84.1303207,26.6180459,84.1478346,26.6029949,84.1203691
217,1215,229855,Parsauni,275,26.393841,85.917677,26.3982895,85.9224845,26.3807977,85.9085369
217,1215,229856,Bhagi Patti Khurd,150,26.6204017,84.1408753,26.6260546,84.1477356,26.6144504,84.1357346
217,1215,229857,Sahijanwa Khurd,141,26.6213818,84.1290013,26.6244927,84.1365507,26.6162528,84.1189501
217,1215,229858,Bhagi Patti Jhil,238,26.6304113,84.1342789,26.635561,84.151573,26.6209469,84.1133347
217,1215,229859,Sukhsenwa Misir,246,26.6313867,84.1580225,26.6357955,84.1612244,26.6274737,84.1531982
217,1215,801325,Kataiya (NP),3211,26.563057,84.079641,0,0,0,0
217,1216,229863,Mathia,176,27.069116,84.4605822,27.0747032,84.4668348,27.0662364,84.4562989
217,1216,229865,Barahra,225,25.3880444,84.5058325,25.3904039,84.5097004,25.3859937,84.5030487
