subdistrict_code,0_0,0_1,0_2
1542,0.54545933,0.31297916,0.14156152
1543,0.80126137,0.14613163,0.052607007
1544,0.49908242,0.37217548,0.1287421
1545,0.7145803,0.19895981,0.08645993
1546,0.6372296,0.24366462,0.11910572
