subdistrict_code,0_0,0_1,0_2
822,0.7595085,0.17670412,0.063787386
757,0.621687,0.2404387,0.13787434
937,0.6623388,0.23203288,0.10562834
907,0.65468204,0.24221015,0.103107855
836,0.7253267,0.19342206,0.08125116
