subdistrict_code,0_0,0_1,0_2
822,0.7926245,0.15399906,0.053376473
757,0.67771566,0.21620962,0.106074706
937,0.82686996,0.13848597,0.034644086
907,0.8176229,0.14165658,0.040720556
836,0.80462784,0.1469922,0.048380014
